PassengerId,Survived_pred,Prob
991,0,0.08716592558454261
992,1,1.0
993,0,0.4319837662337664
994,0,0.12577533328384716
995,0,0.11387787212787207
996,0,0.01
997,0,0.03666666666666667
998,0,0.03859523809523809
999,0,0.12577533328384716
1000,0,0.10030460634137096
1001,0,0.12815038136579354
1002,0,0.01
1003,0,0.3256666666666666
1004,1,0.82
1005,1,1.0
1006,1,0.91
1007,0,0.03
1008,0,0.0
1009,1,0.7103333333333332
1010,1,0.69
1011,1,1.0
1012,1,0.998
1013,0,0.19261904761904763
1014,1,1.0
1015,0,0.0
1016,0,0.12577533328384716
1017,1,0.9249999999999998
1018,0,0.4068492063492063
1019,1,0.73
1020,0,0.12815038136579354
1021,0,0.08716592558454261
1022,0,0.08716592558454261
1023,0,0.006666666666666666
1024,0,0.2
1025,0,0.0
1026,0,0.029779581367422026
1027,0,0.18158189033189032
1028,0,0.14472494172494174
1029,0,0.12815038136579354
1030,0,0.08083333333333333
1031,0,0.15907142857142859
1032,0,0.16
1033,1,0.88
1034,0,0.28
1035,0,0.0
1036,0,0.3604115296468236
1037,0,0.0575
1038,0,0.01
1039,0,0.08716592558454261
1040,0,0.3604115296468236
1041,0,0.4319837662337664
1042,1,1.0
1043,0,0.029779581367422026
1044,0,0.0
1045,1,1.0
1046,0,0.4418333333333333
1047,0,0.0
1048,1,1.0
1049,1,0.5395
1050,0,0.3604115296468236
1051,1,0.73
1052,1,0.9751338383838385
1053,0,0.03
1054,1,0.9881686507936507
1055,1,0.5454999999999999
1056,0,0.12815038136579354
1057,1,0.87
1058,0,0.0
1059,0,0.3261428571428571
1060,1,0.87
1061,0,0.17
1062,0,0.0
1063,0,0.14472494172494174
1064,0,0.02
1065,0,0.191764986002989
1066,0,0.14195238095238094
1067,1,0.96
1068,1,0.96
1069,1,0.7033333333333333
1070,1,0.96
1071,1,1.0
1072,0,0.12815038136579354
1073,0,0.07
1074,1,1.0
1075,0,0.12577533328384716
1076,1,0.91
1077,0,0.03
1078,1,0.84
1079,0,0.013531897926634768
1080,0,0.04
1081,0,0.12815038136579354
1082,0,0.4319837662337664
1083,0,0.2488311688311688
1084,0,0.05
1085,0,0.015717056769688348
1086,0,0.18
1087,0,0.18158189033189032
1088,0,0.29
1089,0,0.3256666666666666
1090,0,0.17252389814348013
1091,0,0.05083333333333334
1092,1,0.8983333333333333
1093,0,0.0
1094,0,0.28
1095,1,1.0
1096,0,0.17252389814348013
1097,0,0.09883116883116884
1098,1,0.5700937763217176
1099,0,0.17252389814348013
1100,1,0.87
1101,0,0.029779581367422026
1102,0,0.03666666666666667
1103,0,0.0
1104,0,0.1700595238095238
1105,1,1.0
1106,1,0.7158333333333334
1107,0,0.005
1108,1,0.8355
1109,1,0.81
1110,1,0.91
1111,0,0.08716592558454261
1112,1,0.87
1113,0,0.08716592558454261
1114,1,1.0
1115,0,0.4068492063492063
1116,1,0.97
1117,1,0.6017857142857143
1118,0,0.4068492063492063
1119,1,0.5700937763217176
1120,0,0.0
1121,0,0.12815038136579354
1122,0,0.1500595238095238
1123,1,0.97
1124,0,0.0
1125,0,0.009873830162072302
1126,0,0.1
1127,0,0.18158189033189032
1128,1,0.74
1129,0,0.14472494172494174
1130,1,0.8458485460617814
1131,1,1.0
1132,1,0.87
1133,1,0.97
1134,1,0.88
1135,0,0.009873830162072302
1136,0,0.10800000000000001
1137,0,0.04
1138,1,0.84
1139,0,0.20183333333333334
1140,1,1.0
1141,0,0.03
1142,1,1.0
1143,0,0.49768755917285346
1144,1,0.87
1145,0,0.007440476190476191
1146,0,0.13246657509157508
1147,0,0.0
1148,0,0.12577533328384716
1149,0,0.08716592558454261
1150,1,0.9118518330224984
1151,0,0.11387787212787207
1152,0,0.02
1153,0,0.18158189033189032
1154,1,1.0
1155,1,0.7
1156,0,0.05156985364520414
1157,0,0.029779581367422026
1158,0,0.0
1159,0,0.0
1160,0,0.08083333333333333
1161,0,0.10030460634137096
1162,1,0.69
1163,0,0.12577533328384716
1164,1,0.86
1165,1,1.0
1166,0,0.14472494172494174
1167,1,1.0
1168,0,0.17252389814348013
1169,0,0.4319837662337664
1170,0,0.05
1171,0,0.17252389814348013
1172,0,0.04
1173,0,0.02
1174,1,0.5700937763217176
1175,1,0.8366666666666666
1176,1,0.96
1177,0,0.0
1178,0,0.0
1179,0,0.07
1180,0,0.191764986002989
1181,0,0.08716592558454261
1182,0,0.0625
1183,0,0.39
1184,0,0.191764986002989
1185,0,0.1
1186,0,0.13246657509157508
1187,0,0.029779581367422026
1188,1,0.99
1189,0,0.165
1190,0,0.0
1191,0,0.18158189033189032
1192,0,0.11387787212787207
1193,0,0.01
1194,0,0.0
1195,0,0.10030460634137096
1196,1,0.5700937763217176
1197,1,0.99
1198,1,0.87
1199,0,0.007440476190476191
1200,1,0.94
1201,0,0.06
1202,0,0.10030460634137096
1203,0,0.14472494172494174
1204,0,0.0
1205,1,0.5700937763217176
1206,1,1.0
1207,1,0.9751338383838385
1208,1,0.87
1209,0,0.17252389814348013
1210,0,0.18158189033189032
1211,0,0.4441666666666667
1212,0,0.11387787212787207
1213,0,0.191764986002989
1214,0,0.12815038136579354
1215,0,0.3604115296468236
1216,1,1.0
1217,0,0.0
1218,1,0.97
1219,0,0.08
1220,0,0.4319837662337664
1221,0,0.12815038136579354
1222,1,0.96
1223,0,0.40275000000000005
1224,0,0.14472494172494174
1225,1,1.0
1226,0,0.029779581367422026
1227,0,0.2488311688311688
1228,0,0.12815038136579354
1229,0,0.191764986002989
1230,0,0.0963888888888889
1231,0,0.191764986002989
1232,0,0.17252389814348013
1233,0,0.0
1234,0,0.19965367965367967
1235,1,1.0
1236,0,0.05
1237,1,0.74
1238,0,0.12815038136579354
1239,1,1.0
1240,0,0.034541176470588235
1241,1,0.84
1242,1,1.0
1243,0,0.17252389814348013
1244,0,0.1700595238095238
1245,0,0.006666666666666666
1246,1,0.96
1247,0,0.2488311688311688
1248,1,1.0
1249,0,0.009873830162072302
1250,0,0.12577533328384716
1251,1,1.0
1252,0,0.0
1253,1,0.98
1254,1,0.84
1255,0,0.10030460634137096
1256,1,1.0
1257,0,0.15
1258,0,0.03
1259,0,0.1
1260,1,1.0
1261,1,0.6329411764705882
1262,0,0.26
1263,1,1.0
1264,0,0.0
1265,0,0.12815038136579354
1266,1,1.0
1267,1,1.0
1268,0,0.19
1269,0,0.02125
1270,0,0.0
1271,0,0.4418333333333333
1272,0,0.12577533328384716
1273,0,0.009873830162072302
1274,0,0.09261904761904763
1275,1,0.6983333333333331
1276,0,0.12815038136579354
1277,1,1.0
1278,0,0.11387787212787207
1279,0,0.12815038136579354
1280,0,0.12577533328384716
1281,0,0.04
1282,1,0.68
1283,1,0.91
1284,0,0.32549999999999996
1285,0,0.17252389814348013
1286,0,0.04
1287,1,1.0
1288,0,0.0
1289,1,1.0
1290,0,0.11387787212787207
1291,0,0.0
1292,1,1.0
1293,0,0.05
1294,1,1.0
1295,0,0.0
1296,0,0.03
1297,1,0.6329411764705882
1298,0,0.3166606018250755
1299,0,0.28
1300,1,0.9751338383838385
1301,0,0.13
1302,1,0.5700937763217176
1303,1,1.0
1304,0,0.3256666666666666
1305,0,0.08716592558454261
1306,1,1.0
1307,0,0.0
1308,0,0.08716592558454261
1309,0,0.2245
